airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-955,Delhi,Evening,one,Morning,Chennai,Economy,15.08,22,5009.202
Vistara,UK-870,Hyderabad,Night,one,Evening,Mumbai,Economy,19.92,20,9081.021686
Air_India,AI-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.33,41,5099.061
Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Business,23.75,49,66483.46331
GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,8,7924.774
Air_India,AI-738,Bangalore,Morning,one,Night,Delhi,Economy,12.08,18,5218.488
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Business,30.25,38,70980.3666
Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,16,44,6014.91
Vistara,UK-828,Chennai,Early_Morning,one,Late_Night,Delhi,Business,17.17,46,77091.52
AirAsia,I5-764,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.33,30,3399
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Business,11.58,33,62688.285
Air_India,AI-442,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,8.58,34,6502
Indigo,6E-5031,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,21,7205.55
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83,27,7378.551565
GO_FIRST,G8-503,Hyderabad,Afternoon,zero,Evening,Chennai,Economy,1.17,14,5333.0508
GO_FIRST,G8-789,Kolkata,Morning,one,Night,Mumbai,Economy,11.83,23,5451.93
Air_India,AI-660,Mumbai,Evening,one,Morning,Bangalore,Business,14.92,46,49147.2
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Delhi,Economy,11.25,23,2724.7
Vistara,UK-637,Delhi,Evening,one,Morning,Bangalore,Economy,15.67,13,15544.87
GO_FIRST,G8-422,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,32,2538.58
Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,6.42,47,89149.896
Air_India,AI-738,Bangalore,Morning,two_or_more,Morning,Hyderabad,Economy,22.67,10,10712.25
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Economy,17.5,18,7529.5
Air_India,AI-766,Chennai,Early_Morning,one,Night,Hyderabad,Economy,14.25,18,7442
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,38,5022
Air_India,AI-543,Hyderabad,Morning,one,Morning,Mumbai,Economy,22.83,36,7026.65513
Vistara,UK-738,Kolkata,Evening,one,Evening,Mumbai,Economy,21.75,11,10879.11
GO_FIRST,G8-302,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,9.5,34,5309.7
GO_FIRST,G8-423,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.17,17,5360.3
Vistara,UK-811,Delhi,Early_Morning,two_or_more,Night,Chennai,Economy,17.17,20,9494.991
Vistara,UK-822,Chennai,Morning,one,Morning,Kolkata,Business,23.92,22,48912.336
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Economy,9.75,41,11614.99812
Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,42,5253.336
Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Economy,11.42,48,8373.68037
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,36,9717.3648
AirAsia,I5-779,Delhi,Early_Morning,two_or_more,Night,Bangalore,Economy,15.58,7,14752.1
Air_India,AI-526,Kolkata,Evening,one,Morning,Delhi,Economy,13.92,49,4558.4
Indigo,6E-5343,Mumbai,Night,zero,Late_Night,Kolkata,Economy,2.5,17,4454.01
Vistara,UK-951,Delhi,Afternoon,one,Evening,Chennai,Business,5.58,30,44763.1272
Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,Economy,17.58,39,7267.6593
Air_India,AI-543,Hyderabad,Morning,zero,Afternoon,Delhi,Economy,2.5,29,3947.2136
Indigo,6E-6017,Bangalore,Evening,zero,Evening,Chennai,Economy,1,30,2560.844
Indigo,6E-2065,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.83,8,8318.2
AirAsia,I5-768,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,39,3399
Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,22.58,6,21121.65
SpiceJet,SG-415,Mumbai,Night,one,Night,Kolkata,Economy,24.25,45,5115.33
Vistara,UK-821,Mumbai,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.33,19,10307.99
Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,23.67,15,59359.5387
Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Economy,25.92,12,12018.93
Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Business,8.08,16,72914.6
Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Business,25.58,11,38927.79
Air_India,AI-539,Chennai,Evening,one,Morning,Kolkata,Economy,16,45,5608.9
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Business,15.17,3,43253.028
Air_India,AI-748,Bangalore,Late_Night,one,Morning,Delhi,Economy,6.58,36,9448.769
Air_India,AI-768,Kolkata,Afternoon,one,Night,Chennai,Business,8.08,29,67739.43
AirAsia,I5-711,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,30,3000.8
Indigo,6E-2148,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.83,7,5895.45
Vistara,UK-830,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,6.67,31,8116.9704
Vistara,UK-838,Chennai,Night,one,Morning,Bangalore,Business,11.58,37,65623.14
Indigo,6E-6087,Kolkata,Evening,zero,Night,Mumbai,Economy,2.83,34,5945.94
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,44,6171
Air_India,AI-809,Mumbai,Morning,one,Evening,Chennai,Economy,9,16,9478.7
Indigo,6.00E-102,Hyderabad,Evening,one,Night,Bangalore,Economy,4.42,37,3807.991
Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Bangalore,Business,14.25,8,63267.27
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Chennai,Business,12,34,55423.17
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,8.58,43,105477.8562
Vistara,UK-854,Bangalore,Evening,one,Late_Night,Delhi,Business,6.5,10,61901.84187
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,6.17,23,5526.39186
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Economy,17.5,40,6013.7
Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,Business,14,3,78178.221
Vistara,UK-826,Chennai,Afternoon,one,Night,Kolkata,Economy,10.25,33,9123.84
Vistara,UK-988,Mumbai,Night,one,Morning,Kolkata,Economy,11.67,43,7918.119
Air_India,AI-747,Kolkata,Night,zero,Late_Night,Bangalore,Economy,2.58,14,7137.9
GO_FIRST,G8-7537,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.25,29,6398.7
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Chennai,Business,13.25,3,105565.7095
Vistara,UK-954,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.58,32,37102.05
Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Delhi,Business,17,18,76637.72886
AirAsia,I5-552,Kolkata,Early_Morning,one,Night,Bangalore,Economy,15.92,18,3862
Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Business,5.83,23,46895.43276
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Business,21.33,32,82850.4908
Air_India,AI-868,Delhi,Evening,one,Morning,Chennai,Economy,16.92,35,5524.86
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.75,25,8503.11
AirAsia,I5-552,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.42,22,4398.9
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Kolkata,Economy,13.08,47,7198.29
GO_FIRST,G8-121,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,4.08,49,5870.30895
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Business,24.92,28,99220.5929
Air_India,AI-539,Chennai,Evening,one,Late_Night,Bangalore,Economy,7.17,19,7568
AirAsia,I5-1731,Bangalore,Night,one,Late_Night,Delhi,Economy,5.58,42,3986.7443
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,17.5,47,4724
Indigo,6.00E-271,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,6.75,47,2436
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Business,25.5,21,61502.364
GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Mumbai,Economy,13.83,27,7579.6457
Vistara,UK-778,Kolkata,Afternoon,two_or_more,Night,Mumbai,Business,5.92,5,108653.1237
Vistara,UK-958,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.08,14,5883.57
Air_India,AI-685,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,16,3,7991
Air_India,AI-773,Kolkata,Evening,one,Early_Morning,Chennai,Business,14.08,27,66655.27
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,12.17,4,60737.18904
Vistara,UK-945,Delhi,Morning,one,Night,Chennai,Economy,11.42,41,5422.131
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,8.33,22,5153.94
AirAsia,I5-1566,Bangalore,Afternoon,one,Evening,Delhi,Economy,5.83,9,16118.41
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Business,14.42,15,39058.9452
Air_India,AI-837,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.67,41,4000.26
Vistara,UK-960,Mumbai,Morning,one,Night,Hyderabad,Business,11,7,70331.25
Air_India,AI-9518,Hyderabad,Night,one,Night,Mumbai,Economy,24.33,40,6809.880484
GO_FIRST,G8-382,Mumbai,Afternoon,one,Night,Delhi,Economy,5,4,26519.9
GO_FIRST,G8-2440,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,31,6847.5
Air_India,AI-9894,Chennai,Morning,one,Night,Mumbai,Economy,12.75,4,14758.37
Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Business,7.08,40,78497.1891
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,19,9217.9736
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Economy,17.92,12,16206.1229
Air_India,AI-640,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,5.5,35,62254.9961
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,19.92,39,4173
AirAsia,I5-784,Delhi,Evening,one,Late_Night,Mumbai,Economy,8.5,39,4336.497
Indigo,6.00E-193,Chennai,Evening,one,Late_Night,Delhi,Economy,5.42,33,3697.1
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Business,21,35,107419.5529
Indigo,6E-818,Mumbai,Early_Morning,one,Evening,Chennai,Economy,10.42,47,2079
Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.17,50,16263.8883
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,21.83,6,10512.7704
Air_India,AI-698,Hyderabad,Night,one,Night,Kolkata,Business,25.42,10,70726.35191
AirAsia,I5-1621,Bangalore,Early_Morning,one,Evening,Delhi,Economy,9.17,45,2965.347
Vistara,UK-738,Kolkata,Evening,zero,Night,Delhi,Economy,2.42,39,3960.99
Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Business,8.67,38,66258.72
Vistara,UK-897,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,8.58,13,18472.69611
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Economy,14.17,23,7495.95
SpiceJet,SG-3839,Kolkata,Evening,one,Morning,Delhi,Economy,17.17,25,5415.3
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,16.75,47,5873.703
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.25,19,62091.513
Air_India,AI-610,Bangalore,Evening,one,Night,Kolkata,Economy,28.5,41,6209.115
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Bangalore,Economy,16.92,37,7095
GO_FIRST,G8-2231,Bangalore,Afternoon,one,Night,Delhi,Economy,7.08,34,8015.282
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,14.42,47,86753.7814
GO_FIRST,G8-537,Kolkata,Evening,two_or_more,Late_Night,Chennai,Economy,8.75,20,13374.9
Vistara,UK-910,Mumbai,Evening,one,Night,Hyderabad,Business,5.33,41,64910.45
Air_India,AI-805,Delhi,Evening,one,Morning,Chennai,Business,14.92,3,53053.902
Vistara,UK-874,Hyderabad,Morning,one,Morning,Bangalore,Business,24.33,41,33606.74691
Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Economy,7.58,26,5261.08
Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Economy,16.92,25,4544.7237
Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Business,2.25,6,32018.536
AirAsia,I5-1622,Bangalore,Afternoon,zero,Afternoon,Chennai,Economy,0.92,33,1745.667
Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Business,11.67,23,86398.5375
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Business,12.83,7,95073.23683
Air_India,AI-440,Chennai,Early_Morning,one,Night,Bangalore,Business,13.92,4,66286
Air_India,AI-729,Kolkata,Morning,one,Evening,Delhi,Business,8.83,18,51722.66
Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Business,9.58,21,61519.65188
Indigo,6E-2193,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,7,29,9683.63
GO_FIRST,G8-395,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.33,38,5361.268
Air_India,AI-9547,Bangalore,Evening,one,Evening,Delhi,Economy,21.75,2,29604.102
Vistara,UK-955,Delhi,Evening,one,Night,Chennai,Business,5.33,8,88185.6712
GO_FIRST,G8-789,Kolkata,Morning,one,Late_Night,Delhi,Economy,14.83,16,7136.8
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.75,12,17837.84771
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.75,33,8503.11
Air_India,AI-620,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,13,45,5395.874
Vistara,UK-944,Mumbai,Afternoon,one,Evening,Hyderabad,Business,5.25,8,70331.25
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,12,34,6641.1576
Vistara,UK-996,Mumbai,Evening,one,Night,Chennai,Economy,25.75,41,5701.52
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Business,8.08,11,56298.033
Vistara,UK-774,Kolkata,Night,one,Night,Hyderabad,Business,24.33,34,65494.517
Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Business,8.25,39,54395.56089
Indigo,6E-806,Bangalore,Evening,one,Late_Night,Mumbai,Economy,7.5,41,3222.4841
Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,23,5694.381
Vistara,UK-850,Bangalore,Evening,one,Morning,Kolkata,Economy,13.75,21,8448.7887
AirAsia,I5-1228,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.83,43,4516.083
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,11.08,31,8654.58792
Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,38,48566.8953
Air_India,AI-505,Bangalore,Morning,two_or_more,Night,Hyderabad,Economy,13.17,14,17955.19
Air_India,AI-538,Chennai,Night,one,Evening,Bangalore,Business,19.92,24,72914.6
Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,Business,12.5,42,60965.487
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,15.17,4,144413.5781
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23,39,71790.147
Air_India,AI-672,Chennai,Evening,one,Afternoon,Kolkata,Business,20.08,37,53936.19
Indigo,6E-6021,Kolkata,Afternoon,one,Evening,Delhi,Economy,6,18,9286.2
GO_FIRST,G8-7541,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,11,9937.323
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,28,83509.2027
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,14.92,14,66259.215
Vistara,UK-774,Kolkata,Night,one,Evening,Chennai,Economy,23.33,13,12714.075
Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Economy,5.67,39,4303.53
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,24.25,5,14913.855
Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Business,9.17,7,70821.179
AirAsia,I5-972,Bangalore,Evening,two_or_more,Late_Night,Delhi,Economy,8.75,37,2426.193
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,7.42,16,5421.6954
GO_FIRST,G8-517,Hyderabad,Night,zero,Night,Bangalore,Economy,1.25,20,2600.2416
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Hyderabad,Economy,18.33,33,5625
Air_India,AI-9894,Chennai,Morning,one,Night,Delhi,Economy,14.5,37,2910.6
Indigo,6E-6205,Delhi,Afternoon,one,Night,Bangalore,Economy,9.92,23,3303.9
AirAsia,I5-631,Mumbai,Morning,one,Evening,Delhi,Economy,11.75,20,2569.6
GO_FIRST,G8-519,Kolkata,Evening,zero,Night,Mumbai,Economy,2.83,29,5443.79
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,15,14,16491.09
GO_FIRST,G8-2508,Mumbai,Night,one,Morning,Hyderabad,Economy,9.75,19,3524.4
Vistara,UK-828,Chennai,Early_Morning,one,Night,Bangalore,Economy,13.92,31,5230.5
Vistara,UK-776,Kolkata,Evening,one,Afternoon,Delhi,Business,19.08,23,58862.133
GO_FIRST,G8-511,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,12.17,34,7617
Indigo,6.00E-188,Chennai,Morning,one,Afternoon,Mumbai,Economy,7.25,22,7117.22
Air_India,AI-807,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.5,4,53730.05
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,33.58,16,8378
Air_India,AI-808,Bangalore,Night,zero,Night,Delhi,Business,2.92,2,44858.12067
Indigo,6E-7121,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,9.25,28,7346.7207
Vistara,UK-950,Mumbai,Night,one,Morning,Kolkata,Economy,11.67,11,15524.784
Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Business,12.42,6,70053.67116
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Business,16.33,6,72056.55996
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.67,6,8998.2
Indigo,6E-514,Hyderabad,Afternoon,zero,Afternoon,Chennai,Economy,1.5,1,11746.4743
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Economy,14.58,39,8079.5
Air_India,AI-721,Kolkata,Afternoon,one,Evening,Delhi,Business,26.58,10,41568.34
Vistara,UK-876,Hyderabad,Night,one,Morning,Kolkata,Business,12.08,38,95196.77905
Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Business,8.08,45,100154.3959
Vistara,UK-996,Mumbai,Evening,one,Evening,Kolkata,Business,23.58,11,85563.335
Air_India,AI-671,Mumbai,Morning,one,Night,Hyderabad,Business,11.58,46,41982.6
Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Economy,12.42,18,7083.582
Air_India,AI-840,Hyderabad,Night,one,Evening,Kolkata,Economy,22.33,14,20868.98858
Air_India,AI-501,Bangalore,Afternoon,one,Morning,Kolkata,Business,19.67,20,88589.7628
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Chennai,Business,17.42,45,67739.43
Vistara,UK-708,Kolkata,Night,one,Night,Hyderabad,Economy,26.5,22,5575.68
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,13.83,29,65955.043
Air_India,AI-867,Mumbai,Night,one,Evening,Chennai,Business,21.5,36,44205.183
Air_India,AI-9720,Kolkata,Early_Morning,two_or_more,Night,Chennai,Economy,15.83,36,8097.1
Vistara,UK-852,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.17,38,7134.16
Air_India,AI-803,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,20,4407.7
Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.58,47,8539.3
Indigo,6E-5308,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.17,49,5197.5
Indigo,6E-512,Kolkata,Afternoon,one,Evening,Hyderabad,Economy,4.5,16,6489
Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Economy,10.08,15,12241.9
Indigo,6E-358,Delhi,Morning,one,Evening,Hyderabad,Economy,7.75,28,5938.9
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Business,10.08,2,103712.0125
Indigo,6E-7223,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.92,7,18003.106
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Business,7.33,39,83451.79667
Air_India,AI-610,Bangalore,Evening,one,Afternoon,Delhi,Economy,17.08,46,5715.314
Air_India,AI-9517,Bangalore,Evening,one,Evening,Mumbai,Economy,25.17,29,9791.9008
Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Economy,15.25,28,4140
Air_India,AI-9547,Bangalore,Evening,one,Evening,Mumbai,Economy,21.58,45,6260.4916
Air_India,AI-747,Kolkata,Night,one,Night,Delhi,Economy,24.67,14,14220.36
Vistara,UK-809,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,24,6970.81
Air_India,AI-676,Kolkata,Morning,one,Early_Morning,Chennai,Economy,21.83,45,5382.3
Indigo,6E-6004,Mumbai,Evening,one,Late_Night,Kolkata,Economy,6.08,49,3582
Air_India,AI-442,Mumbai,Afternoon,one,Night,Hyderabad,Business,8,19,50262.3
Indigo,6E- 334,Kolkata,Morning,two_or_more,Evening,Delhi,Economy,6.67,40,19045.4
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.33,29,6393.519
Vistara,UK-826,Chennai,Afternoon,one,Late_Night,Delhi,Economy,12.42,49,4921.29
AirAsia,I5-556,Kolkata,Night,zero,Night,Chennai,Economy,2.67,38,3588.86
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,12.17,43,49239.43992
Vistara,UK-841,Mumbai,Morning,two_or_more,Night,Kolkata,Economy,11.33,45,13348.17
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.42,32,6984.12
Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,Economy,17.58,36,7267.6593
Air_India,AI-610,Bangalore,Evening,one,Morning,Delhi,Business,14,15,34097.5899
Indigo,6E-6591,Hyderabad,Afternoon,one,Night,Chennai,Economy,7.25,36,4369.5531
Air_India,AI-501,Bangalore,Afternoon,one,Night,Chennai,Business,10.25,44,88425.7836
Vistara,UK-963,Delhi,Morning,one,Morning,Kolkata,Economy,24.83,1,14146.11
Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Economy,12.58,3,15877.62
Vistara,UK-874,Hyderabad,Morning,one,Night,Delhi,Business,12.17,19,78437.47379
Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,32,3268.089
Vistara,UK-958,Mumbai,Afternoon,one,Night,Kolkata,Economy,10.33,45,7198.29
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,14.08,17,118701.6732
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Business,27.58,5,56184.172
Air_India,AI-429,Delhi,Morning,zero,Afternoon,Chennai,Economy,2.83,21,3566.97
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,12.67,27,10651.63
Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Economy,12.33,30,4479.3
Air_India,AI-770,Kolkata,Night,one,Night,Bangalore,Economy,23.58,32,7758.3
Vistara,UK-826,Chennai,Afternoon,one,Late_Night,Delhi,Business,12.42,30,49658.4
Vistara,UK-995,Delhi,Morning,one,Night,Chennai,Economy,12.75,36,6627.049
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Business,15.83,35,91319.13802
Air_India,AI-473,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.17,26,5897.54
Vistara,UK-970,Mumbai,Morning,one,Evening,Bangalore,Business,10.08,13,83693.28
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,12.08,34,100366.339
Vistara,UK-981,Delhi,Night,one,Afternoon,Hyderabad,Business,14.58,19,71453.5371
Vistara,UK-850,Bangalore,Evening,one,Evening,Kolkata,Business,21,49,68278.74273
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Chennai,Business,12.42,32,72151.9128
Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Economy,7.67,34,5889.51
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Chennai,Economy,20.42,28,4144.8429
Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Economy,9.25,45,5440.16
SpiceJet,SG-4031,Kolkata,Evening,one,Evening,Delhi,Economy,24.67,4,14626.7
Air_India,AI-507,Bangalore,Early_Morning,one,Morning,Kolkata,Business,25.58,40,46019.5912
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Economy,12.25,35,6133.05
Vistara,UK-822,Chennai,Morning,one,Morning,Kolkata,Economy,23.92,36,8568.01
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,21.5,9,9741.6
